"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 00:00","2014","05","01","00:00","6.3","","5.4","","95","","11","","23","","","","101.02","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 01:00","2014","05","01","01:00","6.4","","5.4","","93","","10","","18","","","","100.91","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 02:00","2014","05","01","02:00","6.3","","5.3","","93","","11","","26","","","","100.74","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 03:00","2014","05","01","03:00","6.3","","5.3","","94","","11","","25","","","","100.61","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 04:00","2014","05","01","04:00","6.4","","5.4","","93","","11","","24","","","","100.51","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 05:00","2014","05","01","05:00","6.6","","5.5","","93","","10","","15","","","","100.47","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 06:00","2014","05","01","06:00","6.9","","6.1","","95","","11","","15","","","","100.41","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 07:00","2014","05","01","07:00","7.2","","6.4","","95","","9","","11","","","","100.28","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 08:00","2014","05","01","08:00","7.9","","7.1","","95","","13","","13","","","","100.25","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 09:00","2014","05","01","09:00","8.4","","7.6","","95","","12","","8","","","","100.18","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 10:00","2014","05","01","10:00","9.8","","8.9","","94","","15","","11","","","","100.14","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 11:00","2014","05","01","11:00","10.4","","9.4","","93","","15","","12","","","","100.09","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 12:00","2014","05","01","12:00","12.7","","11.1","","90","","20","","12","","","","100.06","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 13:00","2014","05","01","13:00"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 14:00","2014","05","01","14:00","14.5","","11.5","","82","","22","","12","","","","99.98","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 15:00","2014","05","01","15:00","15.7","","11.5","","76","","22","","15","","","","99.91","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 16:00","2014","05","01","16:00","15.3","","11.4","","77","","22","","16","","","","99.94","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 17:00","2014","05","01","17:00","14.3","","9.4","","72","","23","","17","","","","99.93","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 18:00","2014","05","01","18:00","14.0","","7.6","","65","","22","","20","","","","99.91","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 19:00","2014","05","01","19:00","13.5","","5.9","","60","","24","","30","","","","99.95","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 20:00","2014","05","01","20:00","12.3","","6.1","","66","","24","","27","","","","100.00","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 21:00","2014","05","01","21:00","11.4","","6.2","","71","","24","","24","","","","100.06","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 22:00","2014","05","01","22:00","11.0","","5.5","","69","","25","","27","","","","100.05","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01 23:00","2014","05","01","23:00","10.6","","6.1","","74","","24","","16","","","","100.05","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 00:00","2014","05","02","00:00","9.6","","6.2","","79","","21","","13","","","","100.03","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 01:00","2014","05","02","01:00","9.1","","5.0","","76","","21","","15","","","","99.98","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 02:00","2014","05","02","02:00","8.6","","4.7","","77","","20","","10","","","","99.96","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 03:00","2014","05","02","03:00","8.9","","4.7","","75","","20","","13","","","","99.92","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 04:00","2014","05","02","04:00","9.0","","4.3","","72","","23","","14","","","","99.91","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 05:00","2014","05","02","05:00","8.8","","4.5","","75","","22","","11","","","","99.89","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 06:00","2014","05","02","06:00","9.1","","4.6","","74","","22","","11","","","","99.88","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 07:00","2014","05","02","07:00","9.1","","4.7","","74","","21","","15","","","","99.89","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 08:00","2014","05","02","08:00","9.4","","5.3","","76","","22","","15","","","","99.91","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 09:00","2014","05","02","09:00","10.2","","5.2","","71","","24","","16","","","","99.92","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 10:00","2014","05","02","10:00","11.3","","6.5","","72","","22","","21","","","","99.92","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 11:00","2014","05","02","11:00","12.2","","6.3","","67","","22","","24","","","","99.93","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 12:00","2014","05","02","12:00","11.8","","6.0","","67","","22","","24","","","","99.95","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 13:00","2014","05","02","13:00","12.4","","6.0","","65","","22","","21","","","","99.94","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 14:00","2014","05","02","14:00","11.5","","6.4","","71","","24","","21","","","","99.94","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 15:00","2014","05","02","15:00","12.0","","6.5","","69","","24","","17","","","","99.95","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 16:00","2014","05","02","16:00","11.0","","5.8","","71","","24","","26","","","","99.97","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 17:00","2014","05","02","17:00","12.2","","5.6","","64","","22","","16","","","","100.03","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 18:00","2014","05","02","18:00","12.5","","5.1","","61","","24","","21","","","","100.09","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 19:00","2014","05","02","19:00","11.5","","5.1","","65","","22","","15","","","","100.14","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 20:00","2014","05","02","20:00","11.2","","5.0","","66","","23","","20","","","","100.22","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 21:00","2014","05","02","21:00","10.9","","4.8","","66","","24","","17","","","","100.27","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 22:00","2014","05","02","22:00","10.7","","4.7","","67","","24","","16","","","","100.31","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02 23:00","2014","05","02","23:00","10.4","","5.0","","69","","23","","16","","","","100.32","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 00:00","2014","05","03","00:00","9.9","","5.6","","75","","22","","10","","","","100.33","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 01:00","2014","05","03","01:00","9.4","","6.0","","79","","22","","10","","","","100.32","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 02:00","2014","05","03","02:00","9.2","","6.2","","82","","21","","9","","","","100.30","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 03:00","2014","05","03","03:00","9.1","","6.5","","83","","21","","12","","","","100.32","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 04:00","2014","05","03","04:00","8.8","","6.4","","85","","20","","10","","","","100.33","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 05:00","2014","05","03","05:00","8.7","","6.5","","86","","21","","11","","","","100.37","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 06:00","2014","05","03","06:00","9.3","","6.8","","84","","21","","12","","","","100.39","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 07:00","2014","05","03","07:00","9.9","","6.9","","82","","22","","11","","","","100.40","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 08:00","2014","05","03","08:00","10.5","","6.8","","78","","21","","14","","","","100.40","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 09:00","2014","05","03","09:00","10.2","","7.8","","85","","22","","10","","","","100.41","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 10:00","2014","05","03","10:00","11.7","","7.8","","77","","19","","12","","","","100.36","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 11:00","2014","05","03","11:00","13.4","","7.3","","67","","21","","14","","","","100.31","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 12:00","2014","05","03","12:00","14.5","","6.9","","60","","22","","15","","","","100.24","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 13:00","2014","05","03","13:00","15.7","","6.4","","54","","21","","15","","","","100.17","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 14:00","2014","05","03","14:00","15.9","","6.3","","53","","23","","14","","","","100.11","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 15:00","2014","05","03","15:00","14.7","","6.7","","59","","25","","9","","","","100.10","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 16:00","2014","05","03","16:00","12.7","","8.2","","74","","16","","14","","","","100.10","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 17:00","2014","05","03","17:00","12.6","","9.1","","79","","17","","19","","","","100.11","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 18:00","2014","05","03","18:00","11.3","","8.0","","80","","15","","17","","","","100.10","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 19:00","2014","05","03","19:00","11.3","","6.9","","74","","16","","13","","","","100.08","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 20:00","2014","05","03","20:00","10.0","","6.9","","81","","15","","14","","","","100.06","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 21:00","2014","05","03","21:00","9.9","","7.5","","85","","15","","20","","","","100.04","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 22:00","2014","05","03","22:00","9.8","","7.0","","83","","15","","18","","","","99.98","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03 23:00","2014","05","03","23:00","9.7","","7.3","","85","","15","","15","","","","99.94","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 00:00","2014","05","04","00:00","9.8","","7.4","","85","","14","","16","","","","99.86","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 01:00","2014","05","04","01:00","9.4","","7.6","","88","","13","","12","","","","99.75","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 02:00","2014","05","04","02:00","9.7","","7.7","","88","","12","","12","","","","99.67","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 03:00","2014","05","04","03:00","8.9","","7.9","","93","","18","","15","","","","99.65","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 04:00","2014","05","04","04:00","8.9","","7.5","","91","","23","","13","","","","99.63","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 05:00","2014","05","04","05:00","8.6","","7.1","","91","","21","","7","","","","99.64","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 06:00","2014","05","04","06:00","7.9","","6.5","","91","","23","","19","","","","99.65","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 07:00","2014","05","04","07:00","7.7","","6.2","","90","","24","","16","","","","99.64","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 08:00","2014","05","04","08:00","7.8","","6.3","","90","","23","","13","","","","99.63","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 09:00","2014","05","04","09:00","7.6","","5.9","","89","","23","","16","","","","99.61","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04 10:00","2014","05","04","10:00","7.9","","6.2","","89","","23","","16","","","","99.60","","","","","","NA"
